transaction_id,sender_account,receiver_account,amount,timestamp,device_id,sender_account_type,sender_trust_score,sender_primary_device,receiver_trust_score,receiver_kyc_status,receiver_account_status,is_fraud
TXN_0000048,ACC_0705,ACC_0247,1989.49,2026-05-01 01:48:28,DEV_0348,PROFESSIONAL,59,DEV_0348,90,COMPLETED,Active,0
TXN_0000049,ACC_0224,ACC_0904,4415.82,2026-05-01 01:50:57,DEV_0043,NGO,83,DEV_0043,70,COMPLETED,Active,0
TXN_0000050,ACC_0380,ACC_0770,29200.76,2026-05-01 01:54:42,DEV_0303,STUDENT,49,DEV_0303,74,COMPLETED,Active,0
TXN_0000051,ACC_0773,ACC_0884,2833.8,2026-05-01 01:57:53,DEV_0507,PERSONAL,42,DEV_0507,46,COMPLETED,Active,0
TXN_0000052,ACC_0505,ACC_0149,5678.34,2026-05-01 01:57:54,DEV_1190,NGO,82,DEV_1190,74,COMPLETED,Active,0
TXN_0000053,ACC_0291,ACC_0138,205973.56,2026-05-01 01:58:37,DEV_1028,NGO,93,DEV_1028,93,COMPLETED,Active,0
TXN_0000054,ACC_0353,ACC_0443,35229.78,2026-05-01 02:01:18,DEV_1160,BUSINESS,44,DEV_1160,82,COMPLETED,Active,0
TXN_0000055,ACC_0355,ACC_0067,12025.48,2026-05-01 02:07:50,DEV_0771,BUSINESS,61,DEV_0771,74,COMPLETED,Active,0
TXN_0000056,ACC_0448,ACC_0683,6933.49,2026-05-01 02:14:13,DEV_0732,PERSONAL,62,DEV_0732,88,COMPLETED,Active,0
TXN_0000057,ACC_0545,ACC_0213,5685.98,2026-05-01 02:15:34,DEV_0972,PERSONAL,81,DEV_0972,78,COMPLETED,Active,0
TXN_0000058,ACC_0608,ACC_0865,6143.89,2026-05-01 02:16:45,DEV_0632,PROFESSIONAL,65,DEV_0632,49,COMPLETED,Active,0
TXN_0000059,ACC_0445,ACC_0807,239538.06,2026-05-01 02:16:50,DEV_1115,NGO,72,DEV_1115,92,COMPLETED,Active,0
TXN_0000060,ACC_0731,ACC_0565,14632.56,2026-05-01 02:19:57,DEV_1046,BUSINESS,75,DEV_1046,92,COMPLETED,Active,0
TXN_0000061,ACC_0327,ACC_0225,5049.73,2026-05-01 02:20:42,DEV_0981,PERSONAL,67,DEV_0981,20,PENDING,Suspended,0
TXN_0000062,ACC_0569,ACC_0825,7985.6,2026-05-01 02:23:24,DEV_0463,NGO,43,DEV_0463,76,COMPLETED,Active,0
TXN_0000063,ACC_0565,ACC_0951,820.26,2026-05-01 02:32:21,DEV_0982,STUDENT,92,DEV_0982,56,COMPLETED,Active,0
TXN_0000064,ACC_0524,ACC_0930,5118.83,2026-05-01 02:33:19,DEV_0048,PROFESSIONAL,65,DEV_0048,50,COMPLETED,Active,0
TXN_0000065,ACC_0391,ACC_0994,7182.14,2026-05-01 02:33:25,DEV_1039,PERSONAL,77,DEV_1039,70,COMPLETED,Active,0
TXN_0000066,ACC_0687,ACC_0796,15476.35,2026-05-01 02:37:47,DEV_0161,BUSINESS,62,DEV_0161,88,COMPLETED,Active,0
TXN_0000067,ACC_0471,ACC_0437,246.8,2026-05-01 02:42:43,DEV_1051,STUDENT,83,DEV_1051,43,COMPLETED,Active,0
TXN_0000068,ACC_0529,ACC_0906,391.72,2026-05-01 02:44:13,DEV_0826,STUDENT,65,DEV_0826,55,COMPLETED,Active,0
TXN_0000069,ACC_0756,ACC_0281,6540.4,2026-05-01 02:46:27,DEV_0489,PERSONAL,51,DEV_0489,82,COMPLETED,Active,0
TXN_0000070,ACC_0185,ACC_0238,4866.46,2026-05-01 02:47:48,DEV_0493,NGO,81,DEV_0493,71,COMPLETED,Active,0
TXN_0000071,ACC_0361,ACC_0468,3494.99,2026-05-01 02:48:47,DEV_0707,PERSONAL,58,DEV_0707,26,PENDING,Active,0
TXN_0000072,ACC_0792,ACC_0081,1679.47,2026-05-01 02:49:13,DEV_0130,STUDENT,65,DEV_0130,68,COMPLETED,Active,0
TXN_0000073,ACC_0534,ACC_0377,5613.78,2026-05-01 02:50:27,DEV_0765,PROFESSIONAL,61,DEV_0765,50,COMPLETED,Active,0
TXN_0000074,ACC_0593,ACC_0841,10301.24,2026-05-01 02:50:54,DEV_0128,BUSINESS,69,DEV_0128,41,COMPLETED,Active,0
TXN_0000075,ACC_0083,ACC_0699,4783.43,2026-05-01 02:52:48,DEV_0017,NGO,75,DEV_0017,68,COMPLETED,Active,0
TXN_0000076,ACC_0593,ACC_0691,6934.51,2026-05-01 02:56:28,DEV_0128,BUSINESS,69,DEV_0128,68,COMPLETED,Active,0
TXN_0000077,ACC_0083,ACC_0327,4434.46,2026-05-01 02:57:29,DEV_0017,NGO,75,DEV_0017,67,COMPLETED,Active,0
TXN_0000078,ACC_0256,ACC_0479,6311.39,2026-05-01 03:00:11,DEV_0791,PROFESSIONAL,90,DEV_0791,75,COMPLETED,Active,0
TXN_0000079,ACC_0738,ACC_0008,9582.9,2026-05-01 03:03:07,DEV_0200,PROFESSIONAL,84,DEV_0200,53,COMPLETED,Active,0
TXN_0000080,ACC_0481,ACC_0672,5360.59,2026-05-01 03:10:38,DEV_0440,PROFESSIONAL,58,DEV_0440,65,COMPLETED,Active,0
TXN_0000081,ACC_0004,ACC_0384,11093.21,2026-05-01 03:10:39,DEV_0192,PERSONAL,72,DEV_0192,76,COMPLETED,Active,0
TXN_0000082,ACC_0007,ACC_0565,322.45,2026-05-01 03:15:43,DEV_0014,STUDENT,50,DEV_0014,92,COMPLETED,Active,0
TXN_0000083,ACC_0793,ACC_0580,16088.23,2026-05-01 03:19:06,DEV_0880,BUSINESS,71,DEV_0880,61,COMPLETED,Active,0
TXN_0000084,ACC_0290,ACC_0625,18476.74,2026-05-01 03:20:37,DEV_0271,BUSINESS,63,DEV_0271,65,COMPLETED,Active,0
TXN_0000085,ACC_0627,ACC_0903,114887.22,2026-05-01 03:23:05,DEV_0287,PERSONAL,58,DEV_0287,89,COMPLETED,Active,0
TXN_0000086,ACC_0355,ACC_0971,75411.19,2026-05-01 01:15:30,DEV_1175,BUSINESS,61,DEV_0771,47,COMPLETED,Active,1
TXN_0000087,ACC_0560,ACC_0832,1028.07,2026-05-01 03:24:11,DEV_0983,STUDENT,90,DEV_0983,72,COMPLETED,Active,0
TXN_0000088,ACC_0334,ACC_0368,1571.98,2026-05-01 03:25:53,DEV_1130,PERSONAL,53,DEV_1130,91,COMPLETED,Active,0
TXN_0000089,ACC_0075,ACC_0843,9987.68,2026-05-01 03:28:19,DEV_0648,NGO,53,DEV_0648,71,COMPLETED,Active,0
TXN_0000090,ACC_0264,ACC_0758,8079.1,2026-05-01 03:29:06,DEV_1109,PROFESSIONAL,17,DEV_1109,67,COMPLETED,Active,0
TXN_0000091,ACC_0368,ACC_0176,7581.77,2026-05-01 03:30:47,DEV_1145,NGO,91,DEV_1145,86,COMPLETED,Active,0
TXN_0000092,ACC_0167,ACC_0962,915.78,2026-05-01 03:34:26,DEV_0207,PROFESSIONAL,52,DEV_0813,73,COMPLETED,Active,1
TXN_0000093,ACC_0201,ACC_0804,210505.24,2026-05-01 03:40:42,DEV_0106,BUSINESS,95,DEV_0106,85,COMPLETED,Active,0
TXN_0000094,ACC_0036,ACC_0628,1256.2,2026-05-01 03:41:01,DEV_1040,STUDENT,49,DEV_1040,78,COMPLETED,Active,0
TXN_0000095,ACC_0069,ACC_0099,1907.27,2026-05-01 03:41:41,DEV_1030,PROFESSIONAL,73,DEV_1030,41,COMPLETED,Active,0
TXN_0000096,ACC_0596,ACC_0676,922.55,2026-05-01 03:42:30,DEV_0453,STUDENT,48,DEV_0453,80,COMPLETED,Active,0
TXN_0000097,ACC_0706,ACC_0943,2359.45,2026-05-01 03:45:09,DEV_1010,STUDENT,50,DEV_1010,66,COMPLETED,Active,0
TXN_0000098,ACC_0766,ACC_0939,6502.12,2026-05-01 03:46:24,DEV_0343,PROFESSIONAL,41,DEV_0343,64,COMPLETED,Active,0
TXN_0000099,ACC_0102,ACC_0421,3668.46,2026-05-01 03:54:40,DEV_0784,PERSONAL,94,DEV_0784,89,COMPLETED,Active,0
TXN_0000100,ACC_0510,ACC_0110,11027.97,2026-05-01 04:01:43,DEV_1118,PROFESSIONAL,59,DEV_1118,62,COMPLETED,Active,0
TXN_0000101,ACC_0689,ACC_0882,12195.37,2026-05-01 04:08:31,DEV_0698,PERSONAL,79,DEV_0698,51,COMPLETED,Active,0
TXN_0000102,ACC_0440,ACC_0775,1413.71,2026-05-01 04:22:58,DEV_1098,NGO,31,DEV_1098,47,COMPLETED,Active,0
TXN_0000103,ACC_0365,ACC_0962,1235.59,2026-05-01 04:27:10,DEV_1194,BUSINESS,47,DEV_0524,73,COMPLETED,Active,1
TXN_0000104,ACC_0752,ACC_0067,8358.37,2026-05-01 04:32:25,DEV_0796,NGO,77,DEV_0796,74,COMPLETED,Active,0
TXN_0000105,ACC_0504,ACC_0905,9038.03,2026-05-01 04:33:19,DEV_0192,NGO,50,DEV_0192,54,COMPLETED,Active,0
TXN_0000106,ACC_0146,ACC_0268,1465.63,2026-05-01 04:36:35,DEV_0041,NGO,88,DEV_0041,43,COMPLETED,Active,0
TXN_0000107,ACC_0138,ACC_0719,8774.75,2026-05-01 04:38:28,DEV_0531,PROFESSIONAL,93,DEV_0531,89,COMPLETED,Active,0
TXN_0000108,ACC_0499,ACC_0503,202040.34,2026-05-01 04:41:56,DEV_1062,PERSONAL,50,DEV_1062,79,COMPLETED,Active,0
TXN_0000109,ACC_0041,ACC_0204,1879.7,2026-05-01 04:43:41,DEV_0176,PERSONAL,92,DEV_0176,76,COMPLETED,Active,0
TXN_0000110,ACC_0695,ACC_0649,7996.8,2026-05-01 04:46:15,DEV_0151,BUSINESS,49,DEV_0151,72,COMPLETED,Active,0
TXN_0000111,ACC_0559,ACC_0529,1204.45,2026-05-01 04:48:14,DEV_0425,STUDENT,71,DEV_0425,65,COMPLETED,Active,0
TXN_0000112,ACC_0083,ACC_0909,2331.97,2026-05-01 04:51:36,DEV_0017,NGO,75,DEV_0017,94,COMPLETED,Active,0
TXN_0000113,ACC_0539,ACC_0626,172114.26,2026-05-01 04:51:49,DEV_0287,NGO,79,DEV_0287,88,COMPLETED,Active,0
TXN_0000114,ACC_0769,ACC_0968,3184.35,2026-05-01 04:55:21,DEV_1015,NGO,47,DEV_1015,65,COMPLETED,Active,0
TXN_0000115,ACC_0315,ACC_0760,29780.47,2026-05-01 04:57:55,DEV_0258,BUSINESS,53,DEV_0258,58,COMPLETED,Active,0
TXN_0000116,ACC_0699,ACC_0141,97035.4,2026-05-01 05:04:36,DEV_0179,BUSINESS,68,DEV_0179,74,COMPLETED,Active,0
TXN_0000117,ACC_0123,ACC_0166,22368.02,2026-05-01 05:05:05,DEV_1047,BUSINESS,90,DEV_1047,76,COMPLETED,Active,0
TXN_0000118,ACC_0452,ACC_0971,5089.96,2026-05-01 05:07:09,DEV_0981,PROFESSIONAL,91,DEV_0981,47,COMPLETED,Active,0
TXN_0000119,ACC_0596,ACC_0776,1179.97,2026-05-01 05:07:40,DEV_0453,STUDENT,48,DEV_0453,77,COMPLETED,Active,0
TXN_0000120,ACC_0510,ACC_0085,73927.93,2026-05-01 05:11:16,DEV_1118,PROFESSIONAL,59,DEV_1118,87,COMPLETED,Active,0
TXN_0000121,ACC_0314,ACC_0977,9616.22,2026-05-01 05:12:22,DEV_0044,NGO,61,DEV_0044,83,COMPLETED,Active,0
TXN_0000122,ACC_0211,ACC_0108,29113.61,2026-05-01 05:14:37,DEV_0542,BUSINESS,50,DEV_0542,47,COMPLETED,Active,0
TXN_0000123,ACC_0017,ACC_0516,906.46,2026-05-01 05:14:46,DEV_0334,STUDENT,53,DEV_0334,63,COMPLETED,Active,0
TXN_0000124,ACC_0413,ACC_0247,8033.66,2026-05-01 05:21:30,DEV_0078,NGO,89,DEV_0078,90,COMPLETED,Active,0
TXN_0000125,ACC_0056,ACC_0368,189700.74,2026-05-01 05:22:25,DEV_0202,PERSONAL,86,DEV_0202,91,COMPLETED,Active,0
TXN_0000126,ACC_0596,ACC_0029,176499.73,2026-05-01 05:23:54,DEV_0453,STUDENT,48,DEV_0453,90,COMPLETED,Active,0
TXN_0000127,ACC_0028,ACC_0951,4801.72,2026-05-01 05:38:23,DEV_1011,NGO,43,DEV_1011,56,COMPLETED,Active,0
TXN_0000128,ACC_0546,ACC_0821,5546.46,2026-05-01 05:41:45,DEV_1183,NGO,43,DEV_1183,58,COMPLETED,Active,0
TXN_0000129,ACC_0020,ACC_0428,957.74,2026-05-01 05:42:04,DEV_1141,STUDENT,60,DEV_1141,66,COMPLETED,Active,0
TXN_0000130,ACC_0305,ACC_0382,11709.21,2026-05-01 05:43:33,DEV_0930,PROFESSIONAL,87,DEV_0930,80,COMPLETED,Active,0
TXN_0000131,ACC_0733,ACC_0039,8210.71,2026-05-01 05:46:44,DEV_0949,PROFESSIONAL,77,DEV_0949,93,COMPLETED,Active,0
TXN_0000132,ACC_0046,ACC_0513,1272.55,2026-05-01 05:47:49,DEV_0898,STUDENT,68,DEV_0898,70,COMPLETED,Active,0
TXN_0000133,ACC_0157,ACC_0724,8298.32,2026-05-01 05:52:31,DEV_0670,PROFESSIONAL,64,DEV_0670,78,COMPLETED,Active,0
TXN_0000134,ACC_0259,ACC_0090,8169.64,2026-05-01 05:53:23,DEV_0205,PROFESSIONAL,69,DEV_0205,19,PENDING,Suspended,0
TXN_0000135,ACC_0459,ACC_0531,1877.6,2026-05-01 06:01:13,DEV_0680,PERSONAL,91,DEV_0680,72,COMPLETED,Active,0
TXN_0000136,ACC_0269,ACC_0065,779.64,2026-05-01 06:05:25,DEV_0735,STUDENT,49,DEV_0735,86,COMPLETED,Active,0
TXN_0000137,ACC_0435,ACC_0482,584.74,2026-05-01 06:05:28,DEV_0442,STUDENT,75,DEV_0442,94,COMPLETED,Active,0
TXN_0000138,ACC_0546,ACC_0812,5705.01,2026-05-01 06:10:30,DEV_1183,NGO,43,DEV_1183,76,COMPLETED,Active,0
TXN_0000139,ACC_0648,ACC_0778,2057.57,2026-05-01 06:12:16,DEV_0580,STUDENT,74,DEV_0580,76,COMPLETED,Active,0
TXN_0000140,ACC_0066,ACC_0893,84592.41,2026-05-01 01:13:12,DEV_1120,NGO,58,DEV_0997,51,COMPLETED,Active,1
TXN_0000141,ACC_0681,ACC_0022,9979.38,2026-05-01 06:13:24,DEV_0575,PERSONAL,76,DEV_0575,53,COMPLETED,Active,0
TXN_0000142,ACC_0287,ACC_0319,4930.16,2026-05-01 06:13:41,DEV_0633,PERSONAL,42,DEV_0633,51,COMPLETED,Active,0
TXN_0000143,ACC_0681,ACC_0219,8721.33,2026-05-01 06:15:49,DEV_0575,PERSONAL,76,DEV_0575,68,COMPLETED,Active,0
TXN_0000144,ACC_0742,ACC_0313,19123.64,2026-05-01 06:16:29,DEV_1057,BUSINESS,50,DEV_1057,53,COMPLETED,Active,0
TXN_0000145,ACC_0133,ACC_0422,6489.26,2026-05-01 06:21:57,DEV_0249,BUSINESS,91,DEV_0249,50,COMPLETED,Active,0
TXN_0000146,ACC_0370,ACC_0047,1803.9,2026-05-01 06:22:42,DEV_0894,PERSONAL,17,DEV_0894,61,COMPLETED,Active,0
TXN_0000147,ACC_0022,ACC_0405,473.76,2026-05-01 06:22:48,DEV_0822,STUDENT,53,DEV_0822,90,COMPLETED,Active,0
TXN_0000148,ACC_0002,ACC_0645,33810.5,2026-05-01 06:26:18,DEV_0286,BUSINESS,83,DEV_0286,47,COMPLETED,Active,0
TXN_0000149,ACC_0300,ACC_0125,2446.27,2026-05-01 06:28:07,DEV_1150,PERSONAL,79,DEV_1150,88,COMPLETED,Active,0
TXN_0000150,ACC_0241,ACC_0342,10006.7,2026-05-01 06:28:24,DEV_0836,NGO,93,DEV_0836,47,COMPLETED,Active,0
TXN_0000151,ACC_0764,ACC_0311,7802.72,2026-05-01 06:28:32,DEV_1036,NGO,66,DEV_1036,81,COMPLETED,Active,0
TXN_0000152,ACC_0137,ACC_0484,3356.36,2026-05-01 06:29:57,DEV_0326,PROFESSIONAL,70,DEV_0326,94,COMPLETED,Active,0
TXN_0000153,ACC_0779,ACC_0151,1293.88,2026-05-01 06:30:51,DEV_1091,STUDENT,74,DEV_1091,25,PENDING,Suspended,0
TXN_0000154,ACC_0702,ACC_0696,1750.38,2026-05-01 06:33:56,DEV_0665,NGO,40,DEV_0665,60,COMPLETED,Active,0
TXN_0000155,ACC_0238,ACC_0366,562.86,2026-05-01 06:34:20,DEV_0898,STUDENT,71,DEV_0898,51,COMPLETED,Active,0
TXN_0000156,ACC_0434,ACC_0502,248993.62,2026-05-01 06:38:40,DEV_0011,PROFESSIONAL,41,DEV_0011,75,COMPLETED,Active,0
TXN_0000157,ACC_0134,ACC_0501,3665.64,2026-05-01 06:40:42,DEV_1088,PROFESSIONAL,78,DEV_1088,94,COMPLETED,Active,0
TXN_0000158,ACC_0387,ACC_0566,42269.91,2026-05-01 06:43:28,DEV_0621,PROFESSIONAL,77,DEV_0621,84,COMPLETED,Active,0
TXN_0000159,ACC_0783,ACC_0777,3480.93,2026-05-01 06:43:30,DEV_0122,PROFESSIONAL,95,DEV_0122,48,COMPLETED,Active,0
TXN_0000160,ACC_0573,ACC_0865,876.04,2026-05-01 06:48:31,DEV_0930,PROFESSIONAL,58,DEV_0409,49,COMPLETED,Active,1
TXN_0000161,ACC_0503,ACC_0754,888.01,2026-05-01 06:50:40,DEV_0257,STUDENT,79,DEV_0257,85,COMPLETED,Active,0
TXN_0000162,ACC_0449,ACC_0886,13187.98,2026-05-01 06:58:01,DEV_0213,BUSINESS,87,DEV_0213,63,COMPLETED,Active,0
TXN_0000163,ACC_0066,ACC_0492,5716.04,2026-05-01 07:00:01,DEV_0997,NGO,58,DEV_0997,85,COMPLETED,Active,0
TXN_0000164,ACC_0476,ACC_0132,2154.45,2026-05-01 07:03:11,DEV_0910,STUDENT,76,DEV_0910,75,COMPLETED,Active,0
TXN_0000165,ACC_0219,ACC_0087,1660.49,2026-05-01 07:06:52,DEV_1166,STUDENT,68,DEV_1166,80,COMPLETED,Active,0
TXN_0000166,ACC_0546,ACC_0229,3397.43,2026-05-01 07:07:27,DEV_1183,NGO,43,DEV_1183,94,COMPLETED,Active,0
TXN_0000167,ACC_0630,ACC_0934,87227.5,2026-05-01 03:32:31,DEV_1194,NGO,57,DEV_0453,50,COMPLETED,Active,1
TXN_0000168,ACC_0488,ACC_0282,11630.36,2026-05-01 07:09:47,DEV_0249,BUSINESS,90,DEV_0249,16,PENDING,Suspended,0
TXN_0000169,ACC_0370,ACC_0259,1718.83,2026-05-01 07:10:01,DEV_0894,PERSONAL,17,DEV_0894,69,COMPLETED,Active,0
TXN_0000170,ACC_0327,ACC_0514,7918.24,2026-05-01 07:11:16,DEV_0981,PERSONAL,67,DEV_0981,49,COMPLETED,Active,0
TXN_0000171,ACC_0420,ACC_0828,6114.45,2026-05-01 07:14:22,DEV_0398,PROFESSIONAL,76,DEV_0398,43,COMPLETED,Active,0
TXN_0000172,ACC_0087,ACC_0810,27960.78,2026-05-01 07:17:28,DEV_0703,BUSINESS,80,DEV_0703,59,COMPLETED,Active,0
TXN_0000173,ACC_0468,ACC_0118,75252.97,2026-05-01 07:19:02,DEV_0916,STUDENT,26,DEV_0916,75,COMPLETED,Active,0
TXN_0000174,ACC_0552,ACC_0703,6848.7,2026-05-01 07:22:58,DEV_1028,PROFESSIONAL,70,DEV_1028,45,COMPLETED,Active,0
TXN_0000175,ACC_0032,ACC_0998,3443.45,2026-05-01 07:27:04,DEV_0235,PERSONAL,74,DEV_0235,83,COMPLETED,Active,0
TXN_0000176,ACC_0593,ACC_0798,5678.29,2026-05-01 07:29:11,DEV_0128,BUSINESS,69,DEV_0128,94,COMPLETED,Active,0
TXN_0000177,ACC_0320,ACC_0042,2706.87,2026-05-01 07:30:48,DEV_0053,PERSONAL,62,DEV_0053,48,COMPLETED,Active,0
TXN_0000178,ACC_0254,ACC_0815,16149.4,2026-05-01 07:35:55,DEV_1172,BUSINESS,94,DEV_1172,46,COMPLETED,Active,0
TXN_0000179,ACC_0110,ACC_0497,2487.86,2026-05-01 07:36:46,DEV_0223,PERSONAL,62,DEV_0223,48,COMPLETED,Active,0
TXN_0000180,ACC_0327,ACC_0853,10057.61,2026-05-01 07:42:24,DEV_1173,PERSONAL,67,DEV_0981,43,COMPLETED,Active,1
