transaction_id,timestamp,sender_account,receiver_account,amount,sender_trust_score,receiver_trust_score,sender_avg_amount,sender_max_amount,amount_to_avg_ratio,amount_to_max_ratio,amount_deviation,historical_amount_zscore,transactions_last_5min,transactions_last_10min,transactions_last_30min,transactions_last_1hour,transactions_last_24hours,time_since_last_transaction,receiver_transaction_count,receiver_unique_sender_count,receiver_avg_amount,is_new_receiver,sender_receiver_transaction_count,is_new_device,device_account_count,device_transaction_count,transaction_hour,day_of_week,is_night,unusual_time_for_sender,sender_degree,receiver_degree,fan_in_score,fan_out_score,circular_transaction_flag,behavioral_anomaly_score,is_fraud
TXN_0000011,2026-05-01 00:23:43,ACC_0519,ACC_0719,43278.97,64.0,89.0,43278.97,43278.97,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,43278.97,1,0,1,0,0,0,4,1,1,0,0,0,0,0,4.0,0
TXN_0000012,2026-05-01 00:25:46,ACC_0315,ACC_0516,34222.96,53.0,63.0,34222.96,34222.96,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,34222.96,1,0,1,0,0,0,4,1,1,0,0,0,0,0,4.0,0
TXN_0000013,2026-05-01 00:27:21,ACC_0526,ACC_0401,4167.57,24.0,94.0,4167.57,4167.57,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,4167.57,1,0,1,0,0,0,4,1,1,0,0,0,0,0,4.0,0
TXN_0000014,2026-05-01 00:29:47,ACC_0413,ACC_0305,4794.09,89.0,87.0,4794.09,4794.09,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,4794.09,1,0,1,0,0,0,4,1,1,0,0,0,0,0,4.0,0
TXN_0000015,2026-05-01 00:34:29,ACC_0557,ACC_0990,1764.65,55.0,16.0,1764.65,1764.65,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,1764.65,1,0,1,0,0,0,4,1,1,0,0,0,0,0,4.0,1
TXN_0000016,2026-05-01 00:34:30,ACC_0615,ACC_0678,10004.42,62.0,94.0,10004.42,10004.42,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,1,1,59233.03,1,0,1,0,0,0,4,1,1,0,1,1,0,0,4.0,0
TXN_0000017,2026-05-01 00:37:51,ACC_0395,ACC_0685,4320.65,45.0,64.0,4320.65,4320.65,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,4320.65,1,0,1,0,0,0,4,1,1,0,0,0,0,0,4.0,0
TXN_0000018,2026-05-01 00:40:09,ACC_0335,ACC_0975,1158.38,66.0,71.0,1158.38,1158.38,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,1158.38,1,0,1,0,0,0,4,1,1,0,0,0,0,0,4.0,0
TXN_0000019,2026-05-01 00:45:03,ACC_0105,ACC_0320,25653.92,21.0,62.0,25653.92,25653.92,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,25653.92,1,0,1,0,0,0,4,1,1,0,0,0,0,0,4.0,0
TXN_0000020,2026-05-01 00:45:15,ACC_0280,ACC_0591,1116.8,84.0,86.0,1116.8,1116.8,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,1116.8,1,0,1,0,0,0,4,1,1,0,0,0,0,0,4.0,0
TXN_0000021,2026-05-01 00:47:59,ACC_0127,ACC_0990,23737.67,30.0,16.0,23737.67,23737.67,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,1,1,1764.65,1,0,1,0,0,0,4,1,1,0,1,1,0,0,4.0,0
TXN_0000022,2026-05-01 00:49:26,ACC_0321,ACC_0154,21221.94,23.0,45.0,21221.94,21221.94,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,21221.94,1,0,1,0,0,0,4,1,1,0,0,0,0,0,4.0,0
TXN_0000023,2026-05-01 00:59:20,ACC_0737,ACC_0671,5458.58,62.0,57.0,5458.58,5458.58,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,5458.58,1,0,1,0,0,0,4,1,1,0,0,0,0,0,4.0,0
TXN_0000249,2026-05-01 01:04:49,ACC_0142,ACC_0867,108780.53,64.0,63.0,108780.53,108780.53,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,108780.53,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,1
TXN_0000024,2026-05-01 01:04:56,ACC_0027,ACC_0065,47134.14,48.0,86.0,47134.14,47134.14,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,47134.14,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000025,2026-05-01 01:05:46,ACC_0530,ACC_0141,8857.11,63.0,74.0,8857.11,8857.11,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,8857.11,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000026,2026-05-01 01:09:13,ACC_0223,ACC_0413,463.35,22.0,89.0,463.35,463.35,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,463.35,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000027,2026-05-01 01:10:26,ACC_0547,ACC_0247,224622.56,80.0,90.0,224622.56,224622.56,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,224622.56,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000140,2026-05-01 01:13:12,ACC_0066,ACC_0893,84592.41,58.0,51.0,84592.41,84592.41,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,84592.41,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,1
TXN_0000028,2026-05-01 01:13:48,ACC_0297,ACC_0257,10162.1,83.0,48.0,10162.1,10162.1,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,10162.1,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000029,2026-05-01 01:14:55,ACC_0733,ACC_0745,5537.82,77.0,34.0,5537.82,5537.82,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,5537.82,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000086,2026-05-01 01:15:30,ACC_0355,ACC_0971,75411.19,61.0,47.0,75411.19,75411.19,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,75411.19,1,0,1,1,1,1,4,1,1,0,0,0,0,0,4.0,1
TXN_0000030,2026-05-01 01:15:54,ACC_0129,ACC_0991,2261.62,64.0,92.0,2261.62,2261.62,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,2261.62,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,1
TXN_0000031,2026-05-01 01:16:09,ACC_0179,ACC_0489,7554.07,64.0,41.0,7554.07,7554.07,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,7554.07,1,0,1,1,1,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000032,2026-05-01 01:18:37,ACC_0084,ACC_0800,351.46,48.0,59.0,351.46,351.46,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,351.46,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000033,2026-05-01 01:19:16,ACC_0162,ACC_0143,5818.62,70.0,66.0,5818.62,5818.62,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,5818.62,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000034,2026-05-01 01:19:46,ACC_0321,ACC_0856,19484.79,23.0,75.0,21221.94,21221.94,0.9181436754047257,0.9181436754047257,1737.1499999999978,-17.371498262850153,0,0,0,1,1,1820.0,0,0,19484.79,1,0,0,1,1,1,4,1,0,1,0,0,1,0,2.5,0
TXN_0000035,2026-05-01 01:20:09,ACC_0776,ACC_0578,60758.35,77.0,95.0,60758.35,60758.35,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,60758.35,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000036,2026-05-01 01:23:20,ACC_0435,ACC_0041,472.5,75.0,92.0,472.5,472.5,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,472.5,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000037,2026-05-01 01:28:20,ACC_0459,ACC_0031,1290.33,91.0,75.0,1290.33,1290.33,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,1290.33,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000038,2026-05-01 01:29:43,ACC_0319,ACC_0832,164292.89,51.0,72.0,164292.89,164292.89,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,164292.89,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000039,2026-05-01 01:30:52,ACC_0203,ACC_0650,3379.39,83.0,86.0,3379.39,3379.39,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,3379.39,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000040,2026-05-01 01:31:31,ACC_0677,ACC_0770,1469.34,94.0,74.0,1469.34,1469.34,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,1469.34,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000041,2026-05-01 01:32:39,ACC_0549,ACC_0724,19453.85,84.0,78.0,19453.85,19453.85,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,19453.85,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000042,2026-05-01 01:34:28,ACC_0437,ACC_0932,367.8,43.0,62.0,367.8,367.8,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,367.8,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000043,2026-05-01 01:36:08,ACC_0482,ACC_0995,10414.01,94.0,50.0,10414.01,10414.01,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,10414.01,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000044,2026-05-01 01:36:42,ACC_0553,ACC_0918,6319.02,75.0,94.0,6319.02,6319.02,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,6319.02,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000045,2026-05-01 01:40:38,ACC_0512,ACC_0138,6238.96,84.0,93.0,6238.96,6238.96,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,6238.96,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000046,2026-05-01 01:40:53,ACC_0077,ACC_0666,893.12,88.0,40.0,893.12,893.12,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,893.12,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000047,2026-05-01 01:47:32,ACC_0347,ACC_0300,7253.88,63.0,79.0,7253.88,7253.88,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,7253.88,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000048,2026-05-01 01:48:28,ACC_0705,ACC_0247,1989.49,59.0,90.0,1989.49,1989.49,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,1,1,224622.56,1,0,1,0,0,1,4,1,1,0,1,1,0,0,4.0,0
TXN_0000049,2026-05-01 01:50:57,ACC_0224,ACC_0904,4415.82,83.0,70.0,4415.82,4415.82,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,4415.82,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000050,2026-05-01 01:54:42,ACC_0380,ACC_0770,29200.76,49.0,74.0,29200.76,29200.76,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,1,1,1469.34,1,0,1,0,0,1,4,1,1,0,1,1,0,0,4.0,0
TXN_0000211,2026-05-01 01:57:24,ACC_0705,ACC_0865,90179.99,59.0,49.0,1989.49,1989.49,45.32819443511556,45.32819443511556,88190.5,881.9049118095088,0,1,1,1,1,536.0,0,0,90179.99,1,0,1,0,0,1,4,1,0,1,0,0,1,0,6.0,1
TXN_0000051,2026-05-01 01:57:53,ACC_0773,ACC_0884,2833.8,42.0,46.0,2833.8,2833.8,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,2833.8,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000052,2026-05-01 01:57:54,ACC_0505,ACC_0149,5678.34,82.0,74.0,5678.34,5678.34,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,5678.34,1,0,1,0,0,1,4,1,1,0,0,0,0,0,4.0,0
TXN_0000053,2026-05-01 01:58:37,ACC_0291,ACC_0138,205973.56,93.0,93.0,205973.56,205973.56,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,1,1,6238.96,1,0,1,0,0,1,4,1,1,0,1,1,0,0,4.0,0
TXN_0000054,2026-05-01 02:01:18,ACC_0353,ACC_0443,35229.78,44.0,82.0,35229.78,35229.78,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,35229.78,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000055,2026-05-01 02:07:50,ACC_0355,ACC_0067,12025.48,61.0,74.0,75411.19,75411.19,0.1594654586196736,0.1594654586196736,63385.71000000001,-633.8570366142964,0,0,0,1,1,3140.0,0,0,12025.48,1,0,1,0,0,2,4,1,0,1,0,0,1,0,4.0,0
TXN_0000056,2026-05-01 02:14:13,ACC_0448,ACC_0683,6933.49,62.0,88.0,6933.49,6933.49,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,6933.49,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000057,2026-05-01 02:15:34,ACC_0545,ACC_0213,5685.98,81.0,78.0,5685.98,5685.98,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,5685.98,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000058,2026-05-01 02:16:45,ACC_0608,ACC_0865,6143.89,65.0,49.0,6143.89,6143.89,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,1,1,90179.99,1,0,1,0,0,2,4,1,1,0,1,1,0,0,4.0,0
TXN_0000059,2026-05-01 02:16:50,ACC_0445,ACC_0807,239538.06,72.0,92.0,239538.06,239538.06,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,239538.06,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000060,2026-05-01 02:19:57,ACC_0731,ACC_0565,14632.56,75.0,92.0,14632.56,14632.56,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,14632.56,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000061,2026-05-01 02:20:42,ACC_0327,ACC_0225,5049.73,67.0,20.0,5049.73,5049.73,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,5049.73,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000062,2026-05-01 02:23:24,ACC_0569,ACC_0825,7985.6,43.0,76.0,7985.6,7985.6,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,7985.6,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000063,2026-05-01 02:32:21,ACC_0565,ACC_0951,820.26,92.0,56.0,820.26,820.26,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,820.26,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000064,2026-05-01 02:33:19,ACC_0524,ACC_0930,5118.83,65.0,50.0,5118.83,5118.83,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,5118.83,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000065,2026-05-01 02:33:25,ACC_0391,ACC_0994,7182.14,77.0,70.0,7182.14,7182.14,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,7182.14,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000066,2026-05-01 02:37:47,ACC_0687,ACC_0796,15476.35,62.0,88.0,15476.35,15476.35,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,15476.35,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000067,2026-05-01 02:42:43,ACC_0471,ACC_0437,246.8,83.0,43.0,246.8,246.8,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,246.8,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000068,2026-05-01 02:44:13,ACC_0529,ACC_0906,391.72,65.0,55.0,391.72,391.72,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,391.72,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000069,2026-05-01 02:46:27,ACC_0756,ACC_0281,6540.4,51.0,82.0,6540.4,6540.4,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,6540.4,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000070,2026-05-01 02:47:48,ACC_0185,ACC_0238,4866.46,81.0,71.0,4866.46,4866.46,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,4866.46,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000071,2026-05-01 02:48:47,ACC_0361,ACC_0468,3494.99,58.0,26.0,3494.99,3494.99,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,3494.99,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000072,2026-05-01 02:49:13,ACC_0792,ACC_0081,1679.47,65.0,68.0,1679.47,1679.47,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,1679.47,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000073,2026-05-01 02:50:27,ACC_0534,ACC_0377,5613.78,61.0,50.0,5613.78,5613.78,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,5613.78,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000074,2026-05-01 02:50:54,ACC_0593,ACC_0841,10301.24,69.0,41.0,10301.24,10301.24,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,10301.24,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000075,2026-05-01 02:52:48,ACC_0083,ACC_0699,4783.43,75.0,68.0,4783.43,4783.43,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,4783.43,1,0,1,0,0,2,4,1,1,0,0,0,0,0,4.0,0
TXN_0000076,2026-05-01 02:56:28,ACC_0593,ACC_0691,6934.51,69.0,68.0,10301.24,10301.24,0.6731723552958941,0.6731723552958941,3366.7299999999996,-33.66729663327033,0,1,1,1,1,334.0,0,0,6934.51,1,0,0,1,1,2,4,1,0,1,0,0,1,0,2.5,0
TXN_0000077,2026-05-01 02:57:29,ACC_0083,ACC_0327,4434.46,75.0,67.0,4783.43,4783.43,0.9270460716953189,0.9270460716953189,348.97000000000025,-3.4896996510300373,1,1,1,1,1,281.0,0,0,4434.46,1,0,0,1,1,2,4,1,0,1,0,0,1,0,2.5,0
TXN_0000078,2026-05-01 03:00:11,ACC_0256,ACC_0479,6311.39,90.0,75.0,6311.39,6311.39,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,6311.39,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000530,2026-05-01 03:02:26,ACC_0550,ACC_0994,91149.47,25.0,70.0,91149.47,91149.47,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,1,1,7182.14,1,0,1,1,1,3,4,1,1,0,1,1,0,0,4.0,1
TXN_0000079,2026-05-01 03:03:07,ACC_0738,ACC_0008,9582.9,84.0,53.0,9582.9,9582.9,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,9582.9,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000213,2026-05-01 03:09:20,ACC_0438,ACC_0971,37363.68,79.0,47.0,37363.68,37363.68,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,1,1,75411.19,1,0,1,0,0,3,4,1,1,0,1,0,0,0,4.0,1
TXN_0000080,2026-05-01 03:10:38,ACC_0481,ACC_0672,5360.59,58.0,65.0,5360.59,5360.59,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,5360.59,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000081,2026-05-01 03:10:39,ACC_0004,ACC_0384,11093.21,72.0,76.0,11093.21,11093.21,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,11093.21,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000082,2026-05-01 03:15:43,ACC_0007,ACC_0565,322.45,50.0,92.0,322.45,322.45,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,1,1,14632.56,1,0,1,0,0,3,4,1,1,0,1,1,0,0,4.0,0
TXN_0000083,2026-05-01 03:19:06,ACC_0793,ACC_0580,16088.23,71.0,61.0,16088.23,16088.23,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,16088.23,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000084,2026-05-01 03:20:37,ACC_0290,ACC_0625,18476.74,63.0,65.0,18476.74,18476.74,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,18476.74,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000085,2026-05-01 03:23:05,ACC_0627,ACC_0903,114887.22,58.0,89.0,114887.22,114887.22,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,114887.22,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000087,2026-05-01 03:24:11,ACC_0560,ACC_0832,1028.07,90.0,72.0,1028.07,1028.07,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,1,1,164292.89,1,0,1,0,0,3,4,1,1,0,1,0,0,0,4.0,0
TXN_0000088,2026-05-01 03:25:53,ACC_0334,ACC_0368,1571.98,53.0,91.0,1571.98,1571.98,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,1571.98,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000089,2026-05-01 03:28:19,ACC_0075,ACC_0843,9987.68,53.0,71.0,9987.68,9987.68,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,9987.68,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000090,2026-05-01 03:29:06,ACC_0264,ACC_0758,8079.1,17.0,67.0,8079.1,8079.1,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,8079.1,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000091,2026-05-01 03:30:47,ACC_0368,ACC_0176,7581.77,91.0,86.0,7581.77,7581.77,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,7581.77,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000167,2026-05-01 03:32:31,ACC_0630,ACC_0934,87227.5,57.0,50.0,87227.5,87227.5,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,87227.5,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,1
TXN_0000092,2026-05-01 03:34:26,ACC_0167,ACC_0962,915.78,52.0,73.0,31868.96,31868.96,0.028735798084174757,0.028735798084174757,30953.18,-309.5317690468231,0,0,0,0,1,12087.0,0,0,915.78,1,0,1,0,0,3,4,1,0,1,0,0,0,0,4.0,1
TXN_0000093,2026-05-01 03:40:42,ACC_0201,ACC_0804,210505.24,95.0,85.0,210505.24,210505.24,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,210505.24,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
TXN_0000094,2026-05-01 03:41:01,ACC_0036,ACC_0628,1256.2,49.0,78.0,1256.2,1256.2,1.0,1.0,0.0,0.0,0,0,0,0,0,86400.0,0,0,1256.2,1,0,1,0,0,3,4,1,1,0,0,0,0,0,4.0,0
