transaction_id,timestamp,sender_id_hash,receiver_id_hash,amount,payment_rail,beneficiary_type,relationship_type,relationship_verified,previous_transaction_count,average_previous_amount,sender_average_amount,amount_to_sender_average,amount_to_relationship_average,transactions_last_10m,receiver_credits_last_24h,is_new_receiver,transaction_hour,is_night,is_new_device,fraud_label,label_type
TXN_0000016,2026-05-01T00:34:30,27f9b097a768dbb2,9210784669c724f1,10004.42,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,10004.42,10004.42,0,1,1,0,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000017,2026-05-01T00:37:51,37e18f14309643c1,f8937455ca0e2151,4320.65,UPI,GOVERNMENT,GOVERNMENT,1,0,0.0,0.0,4320.65,4320.65,0,0,1,0,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000018,2026-05-01T00:40:09,39ce1a93af1bf5b5,22fc2203e6b7a790,1158.38,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,1158.38,1158.38,0,0,1,0,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000019,2026-05-01T00:45:03,1fd5dfc6c710b3b1,0402967868bdd479,25653.92,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,25653.92,25653.92,0,0,1,0,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000020,2026-05-01T00:45:15,87c49c1036316473,00ad3496aa4a496a,1116.8,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,1116.8,1116.8,0,0,1,0,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000021,2026-05-01T00:47:59,206c4d42c86d2275,67b47cff5703790d,23737.67,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,23737.67,23737.67,0,1,1,0,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000022,2026-05-01T00:49:26,8c6e87b6acd5973c,51d05e47b31d8be5,21221.94,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,21221.94,21221.94,0,0,1,0,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000023,2026-05-01T00:59:20,818f8a6d5738f729,a59e890ea9b8830d,5458.58,UPI,PERSONAL,FAMILY,0,0,0.0,0.0,5458.58,5458.58,0,0,1,0,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000249,2026-05-01T01:04:49,aba25a4c95902b26,969c69b6439f5e43,108780.53,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,108780.53,108780.53,0,0,1,1,1,1,1,SYNTHETIC_SOURCE_LABEL
TXN_0000024,2026-05-01T01:04:56,a60a79b5e642e022,1d318ae94c3d1194,47134.14,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,47134.14,47134.14,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000025,2026-05-01T01:05:46,cc907fe45dc09077,0079c49e9a5005e1,8857.11,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,8857.11,8857.11,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000026,2026-05-01T01:09:13,92d6deb17b61890f,455a46304636d055,463.35,UPI,UTILITY,UTILITY,1,0,0.0,0.0,463.35,463.35,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000027,2026-05-01T01:10:26,4129da53003eab5f,9c3df95c9181c7d3,224622.56,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,224622.56,224622.56,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000140,2026-05-01T01:13:12,1b0cb2436739245a,1abacd93f8b1b334,84592.41,UPI,PERSONAL,FAMILY,0,0,0.0,0.0,84592.41,84592.41,0,0,1,1,1,1,1,SYNTHETIC_SOURCE_LABEL
TXN_0000028,2026-05-01T01:13:48,57e1ee07232ffc80,4ac5c95d47aea67e,10162.1,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,10162.1,10162.1,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000029,2026-05-01T01:14:55,e87bad31abde2364,8eea7e25fac8fe67,5537.82,UPI,GOVERNMENT,GOVERNMENT,1,0,0.0,0.0,5537.82,5537.82,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000086,2026-05-01T01:15:30,50c4a2a7034575e0,b6686a3692db9c84,75411.19,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,75411.19,75411.19,0,0,1,1,1,1,1,SYNTHETIC_SOURCE_LABEL
TXN_0000030,2026-05-01T01:15:54,7de80f0a502ef3c3,efb57e17a3cf1b76,2261.62,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,2261.62,2261.62,0,0,1,1,1,1,1,SYNTHETIC_SOURCE_LABEL
TXN_0000031,2026-05-01T01:16:09,c2feed362470d53d,ac0f200e12e8dab8,7554.07,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,7554.07,7554.07,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000032,2026-05-01T01:18:37,df2882f8ab79a407,fb9261d555dcd2f8,351.46,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,351.46,351.46,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000033,2026-05-01T01:19:16,0039ee35b22ac39e,20de17999a41138e,5818.62,UPI,UTILITY,UTILITY,1,0,0.0,0.0,5818.62,5818.62,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000034,2026-05-01T01:19:46,8c6e87b6acd5973c,3b942b3076dc47c3,19484.79,UPI,PERSONAL,UNKNOWN,0,0,0.0,21221.94,0.9181436758373647,19484.79,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000035,2026-05-01T01:20:09,84ac007fdd13a0d4,1ed07ce57811e48f,60758.35,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,60758.35,60758.35,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000036,2026-05-01T01:23:20,d3022951e0cee8df,cb8a0e9a4ab9a986,472.5,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,472.5,472.5,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000037,2026-05-01T01:28:20,726021ec9684680b,7d7eeb22b7e5823f,1290.33,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,1290.33,1290.33,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000038,2026-05-01T01:29:43,9606d681db2dac47,52baaed1385b4a90,164292.89,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,164292.89,164292.89,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000039,2026-05-01T01:30:52,a0fd72816c79f523,d1d56f08f77958e2,3379.39,UPI,PERSONAL,FAMILY,0,0,0.0,0.0,3379.39,3379.39,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000040,2026-05-01T01:31:31,2a18277de7fc10df,366bbc89e8082928,1469.34,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,1469.34,1469.34,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000041,2026-05-01T01:32:39,473b287f6acb1653,9be6638397b1a247,19453.85,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,19453.85,19453.85,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000042,2026-05-01T01:34:28,f5946a9521ac6a14,c087e59302888926,367.8,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,367.8,367.8,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000043,2026-05-01T01:36:08,a2e52d10eab6eee7,95f113bc98434597,10414.01,UPI,UTILITY,UTILITY,1,0,0.0,0.0,10414.01,10414.01,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000044,2026-05-01T01:36:42,848d99229e4caafa,3ebb6d7ab87f6796,6319.02,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,6319.02,6319.02,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000045,2026-05-01T01:40:38,ddfaca52f8d36da9,85a85c57fa9da2da,6238.96,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,6238.96,6238.96,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000046,2026-05-01T01:40:53,1e31a62c9f701f71,a473ce903a34c521,893.12,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,893.12,893.12,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000047,2026-05-01T01:47:32,35d281587a855e54,186ca875fccb9485,7253.88,UPI,UTILITY,UTILITY,1,0,0.0,0.0,7253.88,7253.88,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000048,2026-05-01T01:48:28,e4b1538243c18783,9c3df95c9181c7d3,1989.49,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,1989.49,1989.49,0,1,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000049,2026-05-01T01:50:57,5c55a721da3f8845,99eb3825f8449b8e,4415.82,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,4415.82,4415.82,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000050,2026-05-01T01:54:42,d04c648bf9515771,366bbc89e8082928,29200.76,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,29200.76,29200.76,0,1,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000211,2026-05-01T01:57:24,e4b1538243c18783,d5d766befa17a518,90179.99,UPI,MERCHANT,MERCHANT,1,0,0.0,1989.49,45.32819466295383,90179.99,1,0,1,1,1,1,1,SYNTHETIC_SOURCE_LABEL
TXN_0000051,2026-05-01T01:57:53,36056afbb9e5fdc2,3b95c0fc97719497,2833.8,UPI,GOVERNMENT,GOVERNMENT,1,0,0.0,0.0,2833.8,2833.8,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000052,2026-05-01T01:57:54,252afd375cf24b2e,7ad5f6c39a83e764,5678.34,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,5678.34,5678.34,0,0,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000053,2026-05-01T01:58:37,c0d515f812bb4cde,85a85c57fa9da2da,205973.56,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,205973.56,205973.56,0,1,1,1,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000054,2026-05-01T02:01:18,c089f9d9539d7622,98458d31943e7a4c,35229.78,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,35229.78,35229.78,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000055,2026-05-01T02:07:50,50c4a2a7034575e0,f44e69f6eb41e526,12025.48,UPI,PERSONAL,FAMILY,0,0,0.0,75411.19,0.15946545864081973,12025.48,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000056,2026-05-01T02:14:13,ff188345c235335e,cd5310bc68bf12ef,6933.49,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,6933.49,6933.49,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000057,2026-05-01T02:15:34,e0d2ff2644622afc,6c99e2a95c5104b7,5685.98,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,5685.98,5685.98,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000058,2026-05-01T02:16:45,9ff2f383bdee9f49,d5d766befa17a518,6143.89,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,6143.89,6143.89,0,1,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000059,2026-05-01T02:16:50,b4bebc96646b08a6,b0baaf5828d60089,239538.06,UPI,PERSONAL,FAMILY,0,0,0.0,0.0,239538.06,239538.06,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000060,2026-05-01T02:19:57,3b94de173c622e8e,eb95882c4cfdc8f7,14632.56,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,14632.56,14632.56,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000061,2026-05-01T02:20:42,56d371f07d3fa522,6c039f7de878d35b,5049.73,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,5049.73,5049.73,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000062,2026-05-01T02:23:24,b84d3377c2838ac0,3a945f239f849e27,7985.6,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,7985.6,7985.6,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000063,2026-05-01T02:32:21,eb95882c4cfdc8f7,2c47ae5998bc4e8d,820.26,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,820.26,820.26,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000064,2026-05-01T02:33:19,a3a2c2db8aa8f2f4,e31efd186cd41209,5118.83,UPI,GOVERNMENT,GOVERNMENT,1,0,0.0,0.0,5118.83,5118.83,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000065,2026-05-01T02:33:25,e0f081453f369370,84175da116b1efbd,7182.14,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,7182.14,7182.14,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000066,2026-05-01T02:37:47,fad35619d386389c,f58c8ce8a3618139,15476.35,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,15476.35,15476.35,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000067,2026-05-01T02:42:43,0b55e2da978326e1,f5946a9521ac6a14,246.8,UPI,UTILITY,UTILITY,1,0,0.0,0.0,246.8,246.8,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000068,2026-05-01T02:44:13,fdf3b0cb178f7910,91ba06280231130b,391.72,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,391.72,391.72,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000069,2026-05-01T02:46:27,83501bcffd0964fd,7943bc9f043bc6b4,6540.4,UPI,PERSONAL,FAMILY,0,0,0.0,0.0,6540.4,6540.4,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000070,2026-05-01T02:47:48,5619e26413899768,d36bd3f81799b529,4866.46,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,4866.46,4866.46,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000071,2026-05-01T02:48:47,6d212189874db090,48c95a22fa39c062,3494.99,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,3494.99,3494.99,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000072,2026-05-01T02:49:13,65653697c32f0d50,df107e04cc698eab,1679.47,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,1679.47,1679.47,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000073,2026-05-01T02:50:27,d77b547b8be5fcb0,4eee61ff51df8f4e,5613.78,UPI,PERSONAL,FAMILY,0,0,0.0,0.0,5613.78,5613.78,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000074,2026-05-01T02:50:54,d71499e05fc2671f,730de26f377756e3,10301.24,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,10301.24,10301.24,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000075,2026-05-01T02:52:48,9dd7dd841f038afc,6426232cae8e08e0,4783.43,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,4783.43,4783.43,0,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000076,2026-05-01T02:56:28,d71499e05fc2671f,95956458a4398eb9,6934.51,UPI,PERSONAL,UNKNOWN,0,0,0.0,10301.24,0.6731723559493809,6934.51,1,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000077,2026-05-01T02:57:29,9dd7dd841f038afc,56d371f07d3fa522,4434.46,UPI,GOVERNMENT,GOVERNMENT,1,0,0.0,4783.43,0.9270460736333551,4434.46,1,0,1,2,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000078,2026-05-01T03:00:11,7e296e13b0ce604b,604dc27e70c83a79,6311.39,UPI,GOVERNMENT,GOVERNMENT,1,0,0.0,0.0,6311.39,6311.39,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000530,2026-05-01T03:02:26,87ff20b32c5ae83f,84175da116b1efbd,91149.47,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,91149.47,91149.47,0,1,1,3,1,1,1,SYNTHETIC_SOURCE_LABEL
TXN_0000079,2026-05-01T03:03:07,604d7f21d3f3b152,6ce9aaa369c59037,9582.9,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,9582.9,9582.9,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000213,2026-05-01T03:09:20,93cc166a90f898d3,b6686a3692db9c84,37363.68,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,37363.68,37363.68,0,1,1,3,1,1,1,SYNTHETIC_SOURCE_LABEL
TXN_0000080,2026-05-01T03:10:38,2516e8af9007374b,54535b0d3efa0029,5360.59,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,5360.59,5360.59,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000081,2026-05-01T03:10:39,a81fee327a6b50cf,fbcd5f1e29447c07,11093.21,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,11093.21,11093.21,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000082,2026-05-01T03:15:43,317b8bc958efaf5d,eb95882c4cfdc8f7,322.45,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,322.45,322.45,0,1,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000083,2026-05-01T03:19:06,09a641e4f5163265,65455569f69044e0,16088.23,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,16088.23,16088.23,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000084,2026-05-01T03:20:37,cf4f41529344bbd8,75da9cb339a86f8c,18476.74,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,18476.74,18476.74,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000085,2026-05-01T03:23:05,1cd3be459f9468ff,78e876834c428372,114887.22,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,114887.22,114887.22,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000087,2026-05-01T03:24:11,6635ebff8c5c0669,52baaed1385b4a90,1028.07,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,1028.07,1028.07,0,1,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000088,2026-05-01T03:25:53,667917cf4d8f4e67,1149cbdbec49ed83,1571.98,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,1571.98,1571.98,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000089,2026-05-01T03:28:19,2144aa20da3f5d0a,8cbd7002b21b9d20,9987.68,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,9987.68,9987.68,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000090,2026-05-01T03:29:06,84579ae543b52cec,2dbde50aab905c50,8079.1,UPI,UTILITY,UTILITY,1,0,0.0,0.0,8079.1,8079.1,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000091,2026-05-01T03:30:47,1149cbdbec49ed83,62a142d554702261,7581.77,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,7581.77,7581.77,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000167,2026-05-01T03:32:31,aecfd8ff54482242,4f1f02d48febd007,87227.5,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,87227.5,87227.5,0,0,1,3,1,1,1,SYNTHETIC_SOURCE_LABEL
TXN_0000092,2026-05-01T03:34:26,2f620e424a3bf109,bca78871a9b0ae2f,915.78,UPI,GOVERNMENT,GOVERNMENT,1,0,0.0,31868.96,0.02873579809319162,915.78,0,0,1,3,1,1,1,SYNTHETIC_SOURCE_LABEL
TXN_0000093,2026-05-01T03:40:42,556137d9769ee426,46af678e7b17222f,210505.24,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,210505.24,210505.24,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000094,2026-05-01T03:41:01,405ba880fbfe5b41,246c7f92fb47bacd,1256.2,UPI,MERCHANT,MERCHANT,1,0,0.0,0.0,1256.2,1256.2,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000095,2026-05-01T03:41:41,6ab878565e2b70ea,6d9d36848bf107de,1907.27,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,1907.27,1907.27,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000096,2026-05-01T03:42:30,8d08700cd717fb1d,98e8fd80a5e5bfd5,922.55,UPI,PERSONAL,FRIEND,0,0,0.0,1291.43,0.7143631478283762,922.55,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000097,2026-05-01T03:45:09,c8f7540566ee9dc6,4ccd4cf3da034a3c,2359.45,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,2359.45,2359.45,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000098,2026-05-01T03:46:24,a53f5878f2f644c3,d90bdc53e8bd83c5,6502.12,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,6502.12,6502.12,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000099,2026-05-01T03:54:40,01cfccaa6fee6ba4,2a6c28c7db792890,3668.46,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,3668.46,3668.46,0,0,1,3,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000100,2026-05-01T04:01:43,a2264b08cb871d81,adfe41fcc373e6cf,11027.97,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,11027.97,11027.97,0,0,1,4,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000101,2026-05-01T04:08:31,286e30a9c955ea37,40b7de01e70b5e6c,12195.37,UPI,PERSONAL,UNKNOWN,0,0,0.0,0.0,12195.37,12195.37,0,0,1,4,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000102,2026-05-01T04:22:58,6d321f400762b1e3,eafe802ae4a854e3,1413.71,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,1413.71,1413.71,0,0,1,4,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000103,2026-05-01T04:27:10,5aae2698d0beb95a,bca78871a9b0ae2f,1235.59,UPI,GOVERNMENT,GOVERNMENT,1,0,0.0,0.0,1235.59,1235.59,0,1,1,4,1,1,1,SYNTHETIC_SOURCE_LABEL
TXN_0000104,2026-05-01T04:32:25,392731d9618df509,f44e69f6eb41e526,8358.37,UPI,PERSONAL,FAMILY,0,0,0.0,0.0,8358.37,8358.37,0,1,1,4,1,0,0,SYNTHETIC_SOURCE_LABEL
TXN_0000105,2026-05-01T04:33:19,75ff7d2b2a090973,ca4c7252c2511ed1,9038.03,UPI,PERSONAL,FRIEND,0,0,0.0,0.0,9038.03,9038.03,0,0,1,4,1,0,0,SYNTHETIC_SOURCE_LABEL
